"";"region";"iso3c";"country";"year";"system";"leader";"party_name";"pf_party_id";"party_short";"cg_pcp_sexp";"cg_prop_sexp";"cg_prop_def";"cg_gdp_sexp";"n_sp";"n_cct";"n_lpi";"n_ncp";"all_cmd_imports_pcp";"all_cmd_prop_imports";"all_cmd_exports_pcp";"all_cmd_prop_exports";"all_cmd_net_pcp";"all_cmd_net_prop";"pop";"maj";"execrlc";"exelec";"statecap_baseline";"gdp_pcp_ppp";"inf_eop_g";"unemp";"gg_rev";"cgov_debt";"kof_trade_df";"kof_trade_dj";"urban_pop";"dp_ratio_old";"dp_ratio_yg";"civtot";"ajr_settmort";"v2pariglef_ord"
"1";"Caribbean";"ATG";"Antigua & Barbuda";1990;;;;;;;;;;0;0;0;0;;;;;;;;;;;;16038,962;7,861;;19,015;98,070485804709;67,146614074707;;35,426;14,7329983943647;48,5911845444657;;;
"2";"Caribbean";"ATG";"Antigua & Barbuda";1991;;;;;;;;;;0;0;0;0;;;;;;;;;;;;16255,198;3,206;;17,642;99,074392143392;71,4439315795898;;35,465;14,502698535081;48,4040092521203;;;
"3";"Caribbean";"ATG";"Antigua & Barbuda";1992;;;;;;;;;;0;0;0;0;;;;;;;;;;;;16178,585;2,862;;18,801;95,479357783878;72,6016540527344;;35,085;14,0748352171625;47,3346532668354;;;
"4";"Caribbean";"ATG";"Antigua & Barbuda";1993;;;;;;;;;;1;0;0;1;;;;;;;;;;;;16656,261;-0,545;;17,949;90,146321602626;71,4835052490234;;34,709;13,6183921511202;46,4489676380144;;;
"5";"Caribbean";"ATG";"Antigua & Barbuda";1994;;;;;;;;;;0;0;0;0;;;;;;;;;;;;17319,18;0,123;;17,838;89,655473375748;69,4653778076172;;34,334;13,2127988580944;45,8046865707149;;;
"6";"Caribbean";"ATG";"Antigua & Barbuda";1995;;;;;;;;;;0;0;0;0;1664,36176346739;22,86;852,267026847926;76,41;-812,094736619465;53,55;68;;;;;16128,15;-1,265;;18,243;98,32245927963;70,5673904418945;;33,961;12,8307399763467;45,2960137281729;;;
"7";"Caribbean";"ATG";"Antigua & Barbuda";1996;;;;;;;;;;0;0;0;0;1784,56168386538;24,62;197,490221959105;26,16;-1587,07146190628;1,54;70;;;;;16729,433;3,187;;19,246;91,673631119709;68,3810424804688;;33,59;12,4431985169444;44,9325164469966;;;
"8";"Caribbean";"ATG";"Antigua & Barbuda";1997;;;;;;;;;;0;0;0;0;2484,68107016515;35,1;147,498162433223;20,28;-2337,18290773193;-14,82;71;;;;;17159,331;-1,124;;18,081;87,022284400911;67,2117767333984;;33,221;12,0786578779127;44,5603051079121;;;
"9";"Caribbean";"ATG";"Antigua & Barbuda";1998;;;;;;;;;;0;0;0;0;1797,93593525837;25,49;250,808727892305;38,06;-1547,12720736607;12,57;73;;;;;17493,019;4,66;;20,66;102,60881397553;65,6391906738281;;32,855;11,7634403975647;44,0182432287073;;;
"10";"Caribbean";"ATG";"Antigua & Barbuda";1999;;;;;;;;;;0;0;0;0;1206,61073856837;16,48;282,755443493922;42,06;-923,855295074453;25,58;74;;;;;17703,964;1,098;;18,785;104,60257110237;66,06884765625;;32,49;11,5104889225207;43,3324925379409;;;
"11";"Caribbean";"ATG";"Antigua & Barbuda";2000;;;;;;;;;;0;0;0;0;1433,45954359272;20,87;670,088012698413;76,32;-763,371530894309;55,45;75;;;;;18413,006;0,432;;18,087;105,13237316394;63,8411560058594;;32,127;11,3447452884536;42,7824870381039;;;
"12";"Caribbean";"ATG";"Antigua & Barbuda";2001;;;;;;;;;;0;0;0;0;2405,85791572953;34,77;129,468292619491;19,98;-2276,38962311004;-14,79;76;;;;;17280,92;0,935;;17,114;117,95075076009;68,5826034545898;;31,74;11,2231928500817;42,2458490527972;;;
"13";"Caribbean";"ATG";"Antigua & Barbuda";2002;;;;;;;;;;0;0;0;0;2142,03421665479;31,64;81,9772019530158;12,4;-2060,05701470177;-19,24;77;;;;;17283,433;2,55;;19,3;126,30035850334;65,4937591552734;;31,098;11,0943874519745;41,4623519626094;;;
"14";"Caribbean";"ATG";"Antigua & Barbuda";2003;;;;;;;;;;0;0;0;0;1702,10563442809;25,99;127,744544507361;19,11;-1574,36108992072;-6,88;78;;;;;18158,932;1,809;;18,74;125,0759935136;68,0549392700195;;30,464;10,9388072769725;40,6031715147388;;;
"15";"Caribbean";"ATG";"Antigua & Barbuda";2004;;;;;;;;;;0;0;0;0;1511,87049634371;24,01;191,331062629914;22,97;-1320,5394337138;-1,04;79;;;;;19016,032;2,756;;20,118;120,12706917681;70,6920547485352;;29,837;10,7766118087811;39,6888200776038;;;
"16";"Caribbean";"ATG";"Antigua & Barbuda";2005;;;;;;;;;;0;0;0;0;2108,19704839983;28,77;238,609568679326;20,6;-1869,5874797205;-8,17;80;;;;;20042,005;2,543;;19,285;92,614383107832;72,0382995605469;;29,218;10,6085032993401;38,6341481703659;;;
"17";"Caribbean";"ATG";"Antigua & Barbuda";2006;;;;;;;;;;0;0;0;0;2496,37236465352;27,87;147,480923698284;14,92;-2348,89144095524;-12,95;81;;;;;22351,758;0,009;;21,85;89,100896767733;73,2756958007812;;28,606;10,4594976942439;37,6306748240827;;;
"18";"Caribbean";"ATG";"Antigua & Barbuda";2007;;;;;;;;;;0;0;0;0;1580,58088879312;16,93;161,04636660642;21,17;-1419,5345221867;4,24;82;;;;;24170,701;5,23;;21,346;77,784016047714;78,1088943481445;;28,002;10,3575543713092;36,7420423448077;;;
"19";"Caribbean";"ATG";"Antigua & Barbuda";2008;;;;;;;;;;0;0;0;0;2250,26553292978;24,83;360,173781467179;45,09;-1890,0917514626;20,26;83;;;;;23896,288;0,728;;21,025;75,989197693562;72,9096908569336;;27,405;10,2947661803877;35,9628852158267;;;
"20";"Caribbean";"ATG";"Antigua & Barbuda";2009;;;;;;;;;;1;0;0;1;1321,20098822937;20,7;188,034080368421;30,96;-1133,16690786095;10,26;85;;;;;20795,824;2,399;;18,373;100,63198454374;62,9417114257812;;26,818;10,2834120108592;35,2665525410247;;;
"21";"Caribbean";"ATG";"Antigua & Barbuda";2010;;;;;;;;;;0;0;0;0;1277,59302325581;21,92;80,8372093023256;15,21;-1196,75581395349;-6,71;86;;;;;18939,279;2,925;;22,287;89,741995833675;62,0220031738281;;26,238;10,3530170147076;34,3822626338021;;;
"22";"Caribbean";"ATG";"Antigua & Barbuda";2011;;;;;;;;;;0;0;0;0;2030,48695078861;38,65;509,669172393098;81,46;-1520,81777839551;42,81;87;;;;;18363,264;4,044;;20,364;91,803007879411;56,3469619750977;;25,703;10,4993000466636;33,3777748150123;;;
"23";"Caribbean";"ATG";"Antigua & Barbuda";2012;;;;;;;;;;0;0;0;0;1964,10346692648;34,19;220,880291197269;32,51;-1743,22317572921;-1,68;88;;;;;18714,358;1,839;;19,968;87,494089214648;57,6349487304688;;25,526;10,6807896635404;32,3965370236768;;;
"24";"Caribbean";"ATG";"Antigua & Barbuda";2013;;;;;;;;;;0;0;0;0;1819,85010328343;33,68;286,936638316298;39,12;-1532,91346496713;5,44;88;;;;;18332,457;1,059;;18,927;95,791047826609;58,3588981628418;;25,35;10,8867512731388;31,4849244200145;;;
"25";"Caribbean";"ATG";"Antigua & Barbuda";2014;;;;;;;;;;0;0;0;0;1756,0750927764;30,76;651,252577576263;63,76;-1104,82251520013;33;89;;;;;18747,095;1,327;;20,14;101,3691319548;63,2367668151855;;25,175;11,1368575811813;30,714650984403;;;
"26";"Caribbean";"ATG";"Antigua & Barbuda";2015;;;;;;;;;;0;0;0;0;2282,52875675115;48;451,474376802787;66,63;-1831,05437994836;18,63;90;;;;;19171,493;0,9;;24,104;99,071287754228;57,7135009765625;;25;11,4676070146587;29,9150840462373;;;
"27";"Caribbean";"ATG";"Antigua & Barbuda";2016;;;;;;;26,7109028748075;1,79393064459645;;0;0;0;0;1502,37151043406;30,67;133,555005649137;21,92;-1368,81650478492;-8,75;91;;;;;19917,622;-1,121;;24,512;86,12589357898;56,0528373718262;;24,846;11,9092775748836;29,1101741406605;;;
"28";"Caribbean";"ATG";"Antigua & Barbuda";2017;;;;;;;28,5548144483334;1,91840774584626;;0;0;0;0;2126,14523309686;39,24;71,0497512754341;34,86;-2055,09548182143;-4,38;91;;;;;20231,285;2,356;;20,737;92,19273211412;56,4863014221191;;24,713;12,3931557396192;28,4591072568466;;;
"29";"Caribbean";"ATG";"Antigua & Barbuda";2018;;;;;;;28,6439185207559;1,79393511006735;;0;0;0;0;2974,17373015751;45,1;65,4681051367274;26,84;-2908,70562502079;-18,26;92;;;;;21285,936;1,739;;19,83;87,699587349339;58,2517356872559;;24,599;12,8403886619631;27,8406981062013;;;
"30";"Caribbean";"ATG";"Antigua & Barbuda";2019;;;;;;;29,4520073191951;1,87680478817706;;0;0;0;0;2813,85952039788;43,31;274,315981197211;79,12;-2539,54353920067;35,81;92;;;;;21879,305;0,689;;18,771;81,250836610723;58,9503898620605;;24,506;13,3198928868232;27,287697374496;;;
"31";"Caribbean";"ATG";"Antigua & Barbuda";2020;;;;;;;29,7792595435916;1,93015860514365;;0;0;0;0;1791,60281348067;39,7;158,322676202023;78,73;-1633,28013727865;39,03;93;;;;;17783,905;2,778;;19,735;101,47695609497;52,7936782836914;;24,433;13,8858658164595;26,8980211223348;;;
"32";"Caribbean";"BHS";"Bahamas";1990;"Parliamentary";;;;;1379,693503;38,1704035874439;3,31838565022422;4,078190878;0;0;0;0;;;;;;;;0,63265306;"Center";0;;36892,104;7,036;12;8,752;13,223335967555;60,6325607299805;24,4386177062988;79,838;8,00310415428307;43,8725975827224;;4,44;
"33";"Caribbean";"BHS";"Bahamas";1991;"Parliamentary";;;;;1290,1092197;36,5442081209351;3,28704517489893;4,01894452;0;0;0;0;;;;;;;;0,63265306;"Center";0;;34751,592;6,41;12,3;9,621;15,390097698372;60,8457450866699;24,2581577301025;80,067;8,14666371380266;43,4919057316171;;4,44;
"34";"Caribbean";"BHS";"Bahamas";1992;"Parliamentary";;;;;1361,6711945;39,2899408284024;3,26289095519865;4,532865223;0;0;0;0;;;;;;;;0,63265306;"Center";0;;32850,655;3,505;14,8;9,566;17,877772319037;59,8703651428223;24,0913276672363;80,293;8,3102566551018;43,3735451082747;;4,44;
"35";"Caribbean";"BHS";"Bahamas";1993;"Parliamentary";;;;;1339,2657887;39,6599106836139;3,41806939196152;4,517706906;0;0;0;0;;;;;;;;0,67346936;"Right";0;;32388,327;2,646;13,1;10,46;19,762782398568;60,7879676818848;23,921459197998;80,518;8,49565829617461;43,4446791311377;;4,44;
"36";"Caribbean";"BHS";"Bahamas";1994;"Parliamentary";;;;;1328,1869568;39,3228736581338;3,35260115606936;4,549102025;0;0;0;0;;;;;;;;0,67346936;"Right";0;;32836,96;1,443;13,292;11,349;20,379246781277;63,1969108581543;23,4423694610596;80,74;8,69911063897485;43,4673276574344;;4,44;
"37";"Caribbean";"BHS";"Bahamas";1995;"Parliamentary";;;;;1350,8706005;37,6670716889429;3,14398541919806;4,499274311;0;0;0;0;1949,1485791972;32,87;373,310634408837;45,98;-1575,83794478836;13,11;300;0,67346936;"Right";0;;33579,875;1,625;10,9;11,713;20,49839776475;66,7876815795898;23,4378795623779;80,961;8,91850773577562;43,4527690589193;;4,44;
"38";"Caribbean";"BHS";"Bahamas";1996;"Parliamentary";;;;;1424,1326182;37,1873262923847;2,76542523624236;4,612997759;0;0;0;0;1318,12605155808;21,17;389,32450816014;47,45;-928,801543397941;26,28;305;0,67346936;"Right";0;;34406,04;0,999;11,505;11,356;20,231563514326;66,5590286254883;23,1947116851807;81,18;9,1527686452667;43,4106441907267;;4,44;
"39";"Caribbean";"BHS";"Bahamas";1997;"Parliamentary";;;;;1594,5904473;37,0783847694569;3,08086161385586;5,007067252;0;0;0;0;1842,28672933504;25,92;348,756167543651;43,88;-1493,53056179139;17,96;310;0,67346936;"Right";0;;35506,752;0,791;9,779;11,268;20,847557824246;42,0347900390625;22,6958160400391;81,396;9,40094112561767;43,3133909011425;;4,44;
"40";"Caribbean";"BHS";"Bahamas";1998;"Parliamentary";;;;;1668,4179775;41,5320942263096;3,15194339286068;5,09292116;0;0;0;0;1722,13208981915;22,34;817,998622545834;64,14;-904,133467273317;41,8;315;0,85000002;"Right";0;;36573,61;1,472;7,743;11,607;20,030641059209;55,2602996826172;22,6552658081055;81,611;9,66155486106064;43,1441238462098;;4,44;
"41";"Caribbean";"BHS";"Bahamas";1999;"Parliamentary";;;;;1658,0507011;40,0106514455776;4,58057388903274;4,874624603;0;0;0;0;1700,59072519886;23,74;1312,74696301403;75,32;-387,843762184827;51,58;320;0,85000002;"Right";0;;38556,834;1,547;7,796;11,073;18,665644301064;51,3240852355957;22,317008972168;81,824;9,9366023446614;42,8746963988602;;4,44;
"42";"Caribbean";"BHS";"Bahamas";2000;"Parliamentary";;;;;1764,879969;41,6614050641123;3,77375829783553;4,889289339;0;0;0;0;2080,8685894309;26,67;1434,7673960511;66,36;-646,101193379791;39,69;325;0,85000002;"Right";0;;39421,137;1,095;7;11,656;18,710029719361;43,536563873291;21,7862663269043;82,007;10,2203822977471;42,469564233377;;4,44;
"43";"Caribbean";"BHS";"Bahamas";2001;"Parliamentary";;;;;1830,3936262;43,6862693836968;3,06635537750597;4,966878126;0;0;0;0;1981,43456309899;27,55;838,885989226794;59,81;-1142,54857387219;32,26;330;0,85000002;"Right";0;;39828,481;2,553;6,9;11,681;18,211669410277;40,6283645629883;21,6297779083252;82,049;10,5265116452152;41,9688251519902;;4,44;
"44";"Caribbean";"BHS";"Bahamas";2002;"Parliamentary";;;;;1784,1135002;41,9405494448376;2,70314305477256;4,877127906;0;0;0;0;1949,14920030128;29,22;950,137009483466;67,34;-999,012190817809;38,12;334;0,85000002;"Right";0;;40280,708;1,892;9,102;9,964;18,818490287771;38,7548408508301;21,5247421264648;82,092;10,8556633353379;41,3788671033967;;4,44;
"45";"Caribbean";"BHS";"Bahamas";2003;"Parliamentary";;;;;1774,9173074;41,056321606196;2,88508220974284;4,839927896;0;0;0;0;1878,20181284084;28,58;862,182740970468;67,39;-1016,01907187037;38,81;338;0,72500002;"Center";0;;39172,749;3,098;10,835;10,16;20,853542001221;39,6742630004883;21,2446556091309;82,134;11,1931620218913;40,6699517196755;;4,44;
"46";"Caribbean";"BHS";"Bahamas";2004;"Parliamentary";;;;;1803,7042216;41,8566031276137;3,05672183887087;5,019602811;0;0;0;0;2225,023587058;33,45;725,035481306817;53,68;-1499,98810575118;20,23;343;0,72500002;"Center";0;;38932,71;1,654;10,202;10,538;21,399188363935;41,4616775512695;21,618537902832;82,176;11,5427639348792;39,8871572267061;;4,44;
"47";"Caribbean";"BHS";"Bahamas";2005;"Parliamentary";;;;;1817,7838734;42,4373551010128;3,05089162889418;5,137179759;0;0;0;0;3171,1134544779;38,51;574,558427219823;41,78;-2596,55502725808;3,27;348;0,72500002;"Center";0;;39666,504;1,205;10,17;11,696;22,042568159898;43,3317565917969;22,5724830627441;82,218;11,9061941540394;39,092501767312;;4,44;
"48";"Caribbean";"BHS";"Bahamas";2006;"Parliamentary";;;;;1847,564553;39,8212243967797;3,03839942791807;5,066416717;0;0;0;0;3352,3656153068;36,66;524,90986311136;33,63;-2827,45575219544;-3,03;353;0,72500002;"Center";0;;40079,335;2,433;7,628;12,803;22,77744506984;46,0098152160645;22,278844833374;82,26;12,2598096192818;38,2710181436368;;4,44;
"49";"Caribbean";"BHS";"Bahamas";2007;"Parliamentary";;;;;2234,2483368;44,2846939597787;3,06766846865213;6,186635235;0;0;0;0;3081,76488559458;33,81;1043,93673609716;53,04;-2037,82814949742;19,23;358;0,72500002;"Center";0;;40081,963;2,697;7,853;12,856;22,990841588111;46,7482872009277;24,1626586914062;82,302;12,5712492366153;37,2781943407749;;4,44;
"50";"Caribbean";"BHS";"Bahamas";2008;"Parliamentary";;;;;2280,9550411;44,6220915896515;3,30173822416418;6,418984109;0;0;0;0;2833,56782299669;31,45;969,236834221619;49,51;-1864,33098877507;18,06;363;0,56097561;"Right";0;;38602,55;4,187;8,703;13,514;25,455504978424;48,820499420166;24,455738067627;82,343;12,856952561733;36,2180928118288;;4,44;
"51";"Caribbean";"BHS";"Bahamas";2009;"Parliamentary";;;;;2316,8629414;44,4116895975485;3,14250257128393;6,767212796;0;0;0;0;2936,73714759423;39,41;1021,2145266989;63,22;-1915,52262089533;23,81;368;0,56097561;"Right";0;;36480,221;1,643;14,246;12,839;30,909271623842;44,57666015625;22,1091003417969;82,385;13,1972421473257;35,3444040483443;;4,44;
"52";"Caribbean";"BHS";"Bahamas";2010;"Parliamentary";;;;;2242,5522696;43,7466750308828;2,93550493802193;6,765922901;0;0;0;0;3469,55495978552;45,22;1051,75871313673;63,27;-2417,79624664879;18,05;373;0,56097561;"Right";0;;36537,253;1,669;15,082;12,862;33,692271282366;44,7809791564941;23,6614685058594;82,427;13,5593971631206;34,5216795615732;;4,44;
"53";"Caribbean";"BHS";"Bahamas";2011;"Parliamentary";;;;;2197,9301001;38,6308288830765;2,78085439152669;6,631181196;0;0;0;0;4235,06240335056;48,43;1267,96187058453;68,01;-2967,10053276603;19,58;378;0,56097561;"Right";0;;36392,677;3,042;15,889;14,204;35,306421581353;46,845630645752;23,7181549072266;82,476;13,8782266291426;33,6764221381591;;4,44;
"54";"Caribbean";"BHS";"Bahamas";2012;"Parliamentary";;;;;2189,2708452;38,7413656421778;2,90154534044119;6,68986051;0;0;0;0;4892,69198696607;53,97;1059,54163613902;51,42;-3833,15035082705;-2,55;382;0,56097561;"Right";0;;37289,896;0,655;14,367;13,719;36,449503817303;49,0659484863281;24,3391799926758;82,532;14,175184025887;32,9158554118693;;4,44;
"55";"Caribbean";"BHS";"Bahamas";2013;"Parliamentary";;;;;2181,3182611;39,3353566076385;3,01440529923473;6,690629713;0;0;0;0;3756,21040273295;46,03;594,37848211403;30,21;-3161,83192061892;-15,82;386;0,7631579;"Center";0;;35859,276;0,955;15,782;13,101;44,395722664958;48,4439849853516;23,5285243988037;82,596;14,447119478549;32,2311074641193;;4,44;
"56";"Caribbean";"BHS";"Bahamas";2014;"Parliamentary";;;;;2074,5673148;38,2812077502644;6,42855752237276;6,542813569;0;0;0;0;3735,55113479446;41,63;468,624468147195;28,72;-3266,92666664726;-12,91;389;0,7631579;"Center";0;;36153,398;0,202;14,636;13,747;46,171634757189;47,5557327270508;24,8561096191406;82,668;14,6902018118286;31,6258616136526;;4,44;
"57";"Caribbean";"BHS";"Bahamas";2015;"Parliamentary";;;;;1686,7669054;28,8700739120034;6,94774722983636;5,302292264;0;0;0;0;2380,27022750034;32,16;209,397015686305;20,2;-2170,87321181403;-11,96;393;0,7631579;"Center";0;;36143,364;2,024;13,379;15,279;48,368321809091;42,5072250366211;26,7511959075928;82,746;14,9015226119233;31,0518142564957;;4,44;
"58";"Caribbean";"BHS";"Bahamas";2016;"Parliamentary";;;;;1889,992214;30,2436784128612;3,5999222400096;5,801918905;0;0;0;0;2256,14398543633;33,55;308,829316986514;33,43;-1947,31466844982;-0,120000000000005;396;0,7631579;"Center";0;;35501,621;0,967;12,15;16,923;51,246213821897;43,5403022766113;29,0157432556152;82,832;15,0851754892621;30,4576447908306;;4,44;
"59";"Caribbean";"BHS";"Bahamas";2017;"Parliamentary";;;;;2265,2312075;31,2381430143337;4,1244825584908;6,945444924;0;0;0;0;2978,1497040822;38,41;397,396236620273;37,66;-2580,75346746193;-0,750000000000007;399;0,7631579;"Center";0;;36023,401;1,613;10,1;15,486;53,813886251959;43,8029632568359;13,6303043365479;82,925;15,2566684751507;29,8496480888288;;4,44;
"60";"Caribbean";"BHS";"Bahamas";2018;"Parliamentary";;;;;1960,9606962;30,7745618540129;2,94365409642996;6,005074248;0;0;0;0;2734,28282877794;35,91;467,949573637399;41,33;-2266,33325514054;5,41999999999999;402;0,8974359;"Right";0;;36689,704;1,963;10,35;16,409;60,93632764469;46,0149116516113;13,6790981292725;83,025;15,4334427485697;29,2440770253792;;4,44;
"61";"Caribbean";"BHS";"Bahamas";2019;"Parliamentary";;;;;2099,1450993;31,3675165861299;2,50462657772348;6,284392275;0;0;0;0;2384,32188560881;34,09;369,211465512123;32,63;-2015,11042009669;-1,46;405;0,8974359;"Right";0;;36036,822;1,434;10,1;18,578;59,670276473139;44,7464370727539;15,128945350647;83,132;15,6137157727;28,6325161177141;;4,44;
"62";"Caribbean";"BHS";"Bahamas";2020;"Parliamentary";;;;;2492,8003203;32,8667166281629;2,33779424751269;8,497540041;0;0;0;0;2109,07643471926;46,09;391,804294850128;55,65;-1717,27213986913;9,56;406;0,8974359;"Right";0;;27277,129;1,163;26,218;18,475;87,463374128942;36,6777267456055;14,9059286117554;83,245;15,7852290478439;28,0237584916627;;4,44;
"63";"Caribbean";"BRB";"Barbados";1990;"Parliamentary";"Lloyd Erskine Sandiford";"Democratic Labour Party";3686;"DLP";;;;;0;0;0;0;;;;;;;;0,8888889;"Right";0;1,41641438007355;14055,183;3,412;14,945;;41,70364461969;63,167366027832;27,8702392578125;37,37;16,5852294031174;37,3115585366289;;4,44;2
"64";"Caribbean";"BRB";"Barbados";1991;"Parliamentary";"Lloyd Erskine Sandiford";"Democratic Labour Party";3686;"DLP";;;;;0;0;0;0;;;;;;;;0,8888889;"Right";0;1,41641438007355;13460,451;8,112;17,236;;43,034170728084;64,6575775146484;28,0904006958008;37,006;16,4903539634938;36,6260124206003;;4,44;2
"65";"Caribbean";"BRB";"Barbados";1992;"Parliamentary";"Lloyd Erskine Sandiford";"Democratic Labour Party";3686;"DLP";;;;;0;0;0;0;;;;;;;;0,64285713;"Right";0;1,81238734722137;12649,195;3,302;22,915;;45,787195567515;56,9543876647949;28,1031551361084;36,643;16,4671202611391;36,0601745225244;;4,44;2
"66";"Caribbean";"BRB";"Barbados";1993;"Parliamentary";"Lloyd Erskine Sandiford";"Democratic Labour Party";3686;"DLP";;;;;0;0;0;0;;;;;;;;0,64285713;"Right";0;1,81238734722137;12706,529;-0,969;24,41;;46,910432372402;58,3815307617188;28,2761707305908;36,283;16,4733300317534;35,6092871500568;;4,44;2
"67";"Caribbean";"BRB";"Barbados";1994;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;;;;;;;;0,64285713;"Right";0;1,81238734722137;12915,202;0,8;21,75;24,143;56,649553551546;60,4949493408203;28,2396125793457;35,924;16,5226268227324;35,2238321172117;;4,44;2
"68";"Caribbean";"BRB";"Barbados";1995;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1406,89712343653;33,63;608,384845382903;46,89;-798,512278053623;13,26;262;0,6785714;"Left";0;1,81238734722137;13129,564;2,838;19,625;25,729;58,875869992884;65,7988967895508;28,2894821166992;35,566;16,6069281287577;34,8817176949403;;4,44;2
"69";"Caribbean";"BRB";"Barbados";1996;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1566,47299536623;35,74;720,079425670065;48,91;-846,393569696168;13,17;263;0,6785714;"Left";0;1,81238734722137;13599,863;1,808;15,75;25,251;59,373642616399;66,5818481445312;28,1676368713379;35,21;16,6691647834709;34,5345431905179;;4,44;2
"70";"Caribbean";"BRB";"Barbados";1997;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1580,5710028295;30,74;725,185300323377;49,63;-855,385702506126;18,89;263;0,6785714;"Left";0;1,81238734722137;14190,996;3,551;14,55;27,871;60,405315245374;67,4320983886719;27,8015289306641;34,856;16,7329715310675;34,115577427218;;4,44;2
"71";"Caribbean";"BRB";"Barbados";1998;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1682,10131325783;32,48;593,490865497674;45,28;-1088,61044776015;12,8;264;0,90476191;"Left";0;1,81238734722137;14666,587;1,715;12,15;26,685;54,527137361389;64,408447265625;27,1390991210938;34,503;16,8135049153077;33,618984838497;;4,44;2
"72";"Caribbean";"BRB";"Barbados";1999;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1753,90289948108;33,14;542,800801213394;43,66;-1211,10209826768;10,52;264;0,9285714;"Left";0;1,81238734722137;14661,197;2,928;10,35;26,908;54,181435873166;65,3698043823242;26,6063995361328;34,152;16,8833618132669;33,1460706264252;;4,44;2
"73";"Caribbean";"BRB";"Barbados";2000;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1406,26277487783;25,47;502,115878519931;38,52;-904,146896357899;13,05;265;0,9285714;"Left";0;1,81238734722137;15261,574;3,793;9,35;27,877;61,276772131704;66,1979827880859;26,0649948120117;33,827;16,8541186142639;32,7622233894357;;4,44;2
"74";"Caribbean";"BRB";"Barbados";2001;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1935,96906305055;39;689,047820676574;57,17;-1246,92124237398;18,17;265;0,9285714;"Left";0;1,81238734722137;14854,152;-0,316;9,85;28,065;67,770258826608;64,4184722900391;26,0871715545654;33,629;16,782381740332;32,4388870882448;;4,44;2
"75";"Caribbean";"BRB";"Barbados";2002;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1551,23871715425;34,15;507,048793794772;51,64;-1044,18992335948;17,49;266;0,9285714;"Left";0;1,81238734722137;14927,934;0,912;10,3;27,655;71,55587804559;63,3298645019531;26,1834487915039;33,431;16,8160562283883;32,1869165204736;;4,44;2
"76";"Caribbean";"BRB";"Barbados";2003;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;1939,61875300495;36,55;705,546765383588;63,63;-1234,07198762136;27,08;267;0,9285714;"Left";0;1,81238734722137;15208,361;0,301;11;28,492;72,155530882178;67,1351165771484;26,3069496154785;33,234;16,8217080296873;31,9379610661473;;4,44;2
"77";"Caribbean";"BRB";"Barbados";2004;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;2085,27605842004;34,38;817,956770657261;68,51;-1267,31928776278;34,13;269;0,76666665;"Left";0;1,81238734722137;15375,265;4,304;9,575;27,108;72,449111592811;68,9713897705078;25,8047409057617;33,037;16,77304059229;31,5758510839041;;4,44;2
"78";"Caribbean";"BRB";"Barbados";2005;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";;;;;0;0;0;0;2914,02671996497;41,99;991,101397258731;66,1;-1922,92532270624;24,11;269;0,76666665;"Left";0;1,81238734722137;15931,336;7,39;9,075;27,578;75,215129337708;69,8312301635742;29,5348834991455;32,841;16,7403837690344;31,0816609453393;;4,44;2
"79";"Caribbean";"BRB";"Barbados";2006;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";2394,4594399;50,6421031015652;3,16093647799699;12,297864481;0;0;0;0;2783,80392475622;42,66;1115,10881932215;54,6;-1668,69510543407;11,94;270;0,76666665;"Left";0;1,81238734722137;16771,375;5,63;8,725;25,817;77,8189471971;68,6164016723633;32,1890182495117;32,646;16,696019149087;30,5218562400833;;4,44;2
"80";"Caribbean";"BRB";"Barbados";2007;"Parliamentary";"Owen Seymour Arthur";"Barbados Labour Party";3694;"BLP";2578,761969;45,7165511130598;2,94534725457419;13,306200149;0;0;0;0;2246,34463282337;33,15;1148,18534106028;56,49;-1098,15929176309;23,34;271;0,76666665;"Left";0;1,81238734722137;17071,706;4,653;7,425;26,284;77,899384340171;65,4728469848633;32,7488594055176;32,451;16,695333290063;30,0388351615067;;4,44;2
